Year,Make,Model,Vehicle Class,Engine Size (L),Cylinders,Transmission,Fuel Type,Fuel Consumption (City) (L/100 km),Fuel Consumption (Hwy) (L/100 km),Fuel Consumption (Comb) (L/100 km),Fuel Consumption (Comb) (mpg),CO2 Emissions (g/km),CO2 Rating,Smog Rating
2016,PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,AM7,Z,11.6,8.4,10.1,28.0,238.0,5.0,7.0
2016,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5,8,AS6,X,15.4,10.0,13.0,22.0,304.0,4.0,6.0
2016,MINI,COOPER S 5 DOOR,SUBCOMPACT,2,4,AS6,Z,9.2,7.0,8.2,34.0,193.0,7.0,8.0
2016,JEEP,COMPASS 4X4 TRAIL RATED,SUV - SMALL,2.4,4,AV,X,11.7,10.3,11.1,25.0,259.0,5.0,6.0
2016,CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A8,Z,16.0,11.2,13.9,20.0,325.0,3.0,6.0
2016,INFINITI,Q50S RED SPORT,MID-SIZE,3,6,AS7,Z,11.8,8.8,10.5,27.0,247.0,5.0,7.0
2016,TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,11.4,7.6,9.7,29.0,225.0,6.0,8.0
2016,BMW,640i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.9,8.1,10.2,28.0,238.0,5.0,7.0
2016,KIA,RIO,COMPACT,1.6,4,AS6,X,8.7,6.3,7.7,37.0,178.0,7.0,9.0
2016,BUICK,REGAL eASSIST,MID-SIZE,2.4,4,AS6,X,9.6,6.5,8.2,34.0,193.0,7.0,8.0
2016,BUICK,REGAL,MID-SIZE,2,4,AS6,Z,11.4,7.9,9.8,29.0,231.0,5.0,8.0
2016,PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.8,6,AM7,Z,12.7,9.2,11.1,25.0,260.0,5.0,7.0
2016,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,AS6,X,11.6,8.0,10.0,28.0,234.0,5.0,7.0
2016,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.0,8.2,10.3,27.0,277.0,4.0,7.0
2016,CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,AS6,Z,15.0,10.2,12.8,22.0,302.0,4.0,6.0
2016,VOLVO,XC60 T5,SUV - SMALL,2,4,AS8,X,10.3,7.6,9.1,31.0,213.0,6.0,8.0
2016,SUBARU,WRX,COMPACT,2.5,4,M6,Z,13.8,10.2,12.2,23.0,285.0,4.0,6.0
2016,VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,X,9.3,6.4,8.0,35.0,187.0,7.0,9.0
2016,MERCEDES-BENZ,GLE 450 AMG SPORT 4MATIC COUPE,SUV - STANDARD,3,6,A9,Z,13.6,10.2,12.0,24.0,281.0,4.0,6.0
2016,BMW,228i xDRIVE,SUBCOMPACT,2,4,AS8,Z,10.4,6.8,8.8,32.0,207.0,6.0,8.0
2016,MERCEDES-BENZ,GL 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,17.5,13.1,15.5,18.0,365.0,2.0,5.0
2016,BMW,435i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,11.9,8.1,10.2,28.0,238.0,5.0,7.0
2016,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,E,19.7,14.1,17.2,16.0,282.0,4.0,4.0
2016,INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS7,Z,13.7,9.7,11.9,24.0,279.0,4.0,7.0
2016,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.8,7.7,9.4,30.0,252.0,5.0,8.0
2016,MINI,COOPER S 3 DOOR,SUBCOMPACT,2,4,AS6,Z,9.2,7.0,8.2,34.0,193.0,7.0,8.0
2016,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,12.5,8.9,10.9,26.0,255.0,5.0,7.0
2016,JAGUAR,XJR,FULL-SIZE,5,8,AS8,Z,15.8,10.2,13.3,21.0,313.0,4.0,6.0
2016,PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AM7,Z,12.9,8.4,10.9,26.0,255.0,5.0,7.0
2016,INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV7,X,8.9,8.4,8.7,32.0,204.0,6.0,7.0
2016,NISSAN,JUKE NISMO RS,STATION WAGON - SMALL,1.6,4,M6,Z,8.9,7.5,8.3,34.0,194.0,7.0,8.0
2016,GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.2,15.3,19.1,15.0,317.0,3.0,4.0
2016,BMW,750Li xDRIVE,FULL-SIZE,4.4,8,AS8,Z,14.3,9.3,12.1,23.0,283.0,4.0,7.0
2016,AUDI,S8 QUATTRO,MID-SIZE,4,8,AS8,Z,15.7,9.4,12.8,22.0,300.0,4.0,7.0
2016,BMW,M5,MID-SIZE,4.4,8,M6,Z,16.1,10.9,13.7,21.0,321.0,3.0,6.0
2016,VOLVO,S80 T5,MID-SIZE,2,4,AS8,X,9.6,6.7,8.3,34.0,193.0,7.0,8.0
2016,ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,AS8,Z,19.2,12.4,16.1,18.0,373.0,2.0,5.0
2016,FORD,FIESTA SFE,SUBCOMPACT,1,3,M5,X,7.5,5.5,6.6,43.0,153.0,8.0,9.0
2016,AUDI,A4 ALLROAD QUATTRO,STATION WAGON - SMALL,2,4,AS8,Z,11.2,8.4,9.9,29.0,232.0,5.0,7.0
2016,MERCEDES-BENZ,E 550 4MATIC,MID-SIZE,4.7,8,AS7,Z,12.9,9.6,11.4,25.0,270.0,5.0,7.0
2016,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22.0,307.0,4.0,6.0
2016,BMW,328i xDRIVE,COMPACT,2,4,AS8,Z,10.5,6.9,8.9,32.0,209.0,6.0,8.0
2016,NISSAN,MICRA,COMPACT,1.6,4,A4,X,8.8,6.6,7.8,36.0,184.0,7.0,8.0
2016,CADILLAC,CTS-V,MID-SIZE,6.2,8,AS8,Z,16.6,11.1,14.1,20.0,332.0,3.0,6.0
2016,CHEVROLET,MALIBU HYBRID,MID-SIZE,1.8,4,AV,X,5.0,5.1,5.1,55.0,122.0,9.0,9.0
2016,HYUNDAI,ELANTRA,MID-SIZE,1.8,4,M6,X,8.8,6.4,7.7,37.0,180.0,7.0,9.0
2016,CADILLAC,ATS AWD,COMPACT,2,4,AS8,Z,10.8,7.8,9.4,30.0,221.0,6.0,8.0
2016,VOLKSWAGEN,TIGUAN,SUV - SMALL,2,4,M6,Z,13.0,9.0,11.2,25.0,259.0,5.0,7.0
2016,INFINITI,Q50 AWD,MID-SIZE,3,6,AS7,Z,12.3,8.5,10.6,27.0,249.0,5.0,7.0
2016,LAND ROVER,RANGE ROVER SPORT,SUV - STANDARD,3,6,AS8,Z,14.2,10.2,12.4,23.0,291.0,4.0,6.0
2016,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,AS6,X,9.4,6.3,8.0,35.0,187.0,7.0,9.0
2016,BUICK,VERANO,COMPACT,2,4,AS6,Z,11.4,7.9,9.8,29.0,231.0,5.0,8.0
2016,FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5,8,AS6,X,16.8,11.8,14.5,19.0,341.0,3.0,6.0
2016,CHEVROLET,TAHOE 4WD,SUV - STANDARD,5.3,8,A6,X,15.2,10.8,13.2,21.0,310.0,4.0,6.0
2016,BMW,M235i xDRIVE CABRIOLET,SUBCOMPACT,3,6,AS8,Z,12.0,7.9,10.2,28.0,238.0,5.0,8.0
2016,DODGE,CHALLENGER,MID-SIZE,6.4,8,M6,Z,16.8,10.4,13.9,20.0,326.0,3.0,6.0
2016,JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,M6,X,14.2,11.0,12.8,22.0,299.0,4.0,6.0
2016,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4,6,A5,X,15.7,11.3,13.7,21.0,322.0,3.0,6.0
2016,GMC,TERRAIN,SUV - SMALL,3.6,6,A6,X,14.2,9.5,12.1,23.0,285.0,4.0,7.0
2016,FIAT,500 HATCHBACK TURBO,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36.0,183.0,7.0,8.0
2016,VOLVO,XC60 T6 AWD,SUV - SMALL,2,4,AS8,Z,11.8,9.1,10.6,27.0,247.0,5.0,7.0
2016,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.0,10.7,13.1,22.0,306.0,4.0,6.0
