Year,Make,Model,Vehicle Class,Engine Size (L),Cylinders,Transmission,Fuel Type,Fuel Consumption (City) (L/100 km),Fuel Consumption (Hwy) (L/100 km),Fuel Consumption (Comb) (L/100 km),Fuel Consumption (Comb) (mpg),CO2 Emissions (g/km),CO2 Rating,Smog Rating
2015,CADILLAC,CTS,MID-SIZE,3.6,6,AS8,X,12.8,8.2,10.7,26.0,246.0,4.0,7.0
2015,CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A8,Z,15.9,11.1,13.8,20.0,317.0,1.0,6.0
2015,CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,E,22.1,15.4,19.1,15.0,306.0,1.0,4.0
2015,JEEP,PATRIOT,SUV - SMALL,2.4,4,A6,X,11.2,8.6,10.0,28.0,230.0,4.0,7.0
2015,NISSAN,MICRA,COMPACT,1.6,4,A4,X,8.8,6.6,7.8,36.0,179.0,6.0,8.0
2015,BUICK,VERANO,COMPACT,2,4,AS6,Z,11.4,7.9,9.8,29.0,225.0,5.0,8.0
2015,LAND ROVER,RANGE ROVER SUPERCHARGED LWB,SUV - STANDARD,5,8,AS8,E,25.0,16.9,21.4,13.0,342.0,1.0,3.0
2015,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,M7,Z,12.6,8.9,11.0,26.0,253.0,3.0,7.0
2015,BMW,X3 xDRIVE35i,SUV - SMALL,3,6,AS8,Z,12.7,8.8,10.9,26.0,251.0,3.0,7.0
2015,SCION,FR-S,MINICOMPACT,2,4,M6,Z,10.9,7.9,9.6,29.0,221.0,5.0,8.0
2015,JAGUAR,XKR CONVERTIBLE,MINICOMPACT,5,8,AS6,Z,15.9,10.9,13.6,21.0,313.0,1.0,6.0
2015,PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.8,6,AM7,Z,12.6,9.2,11.1,25.0,255.0,3.0,7.0
2015,RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.2,11.5,14.1,20.0,324.0,1.0,6.0
2015,MERCEDES-BENZ,GL 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,17.5,13.2,15.6,18.0,359.0,1.0,5.0
2015,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,E,22.1,15.4,19.1,15.0,306.0,1.0,4.0
2015,MERCEDES-BENZ,E 63 AMG S 4MATIC,MID-SIZE,5.5,8,AS7,Z,15.3,10.8,13.3,21.0,306.0,1.0,6.0
2015,MINI,COOPER ROADSTER,TWO-SEATER,1.6,4,AS6,Z,8.6,6.5,7.7,37.0,177.0,6.0,8.0
2015,MITSUBISHI,LANCER EVOLUTION,COMPACT,2,4,M5,Z,14.0,10.3,12.3,23.0,283.0,2.0,6.0
2015,CHEVROLET,EQUINOX,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31.0,209.0,5.0,8.0
2015,RAM,CARGO VAN FFV,MINIVAN,3.6,6,A6,X,13.3,9.1,11.4,25.0,262.0,3.0,7.0
2015,MERCEDES-BENZ,SLK 55 AMG,TWO-SEATER,5.5,8,AS7,Z,12.4,8.5,10.6,27.0,244.0,4.0,7.0
2015,SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2,4,AV6,X,8.5,6.4,7.6,37.0,175.0,7.0,9.0
2015,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22.0,299.0,2.0,6.0
2015,NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,A5,X,18.4,13.3,16.1,18.0,370.0,1.0,5.0
2015,PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.8,6,M7,Z,13.0,9.2,11.3,25.0,260.0,3.0,7.0
2015,VOLKSWAGEN,PASSAT TDI (modified),MID-SIZE,2,4,M6,D,7.8,5.3,6.7,42.0,182.0,6.0,9.0
2015,BMW,M6 GRAN COUPE,COMPACT,4.4,8,M6,Z,16.1,10.8,13.7,21.0,315.0,1.0,6.0
2015,LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,SUV - STANDARD,5,8,AS8,Z,16.6,12.3,14.7,19.0,338.0,1.0,5.0
2015,BMW,X6 xDRIVE50i,SUV - STANDARD,4.4,8,AS8,Z,16.1,10.9,13.8,20.0,317.0,1.0,6.0
2015,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6,A9,X,12.6,8.9,10.9,26.0,251.0,3.0,7.0
2015,CADILLAC,CTS,MID-SIZE,2,4,AS6,Z,11.5,7.9,9.9,29.0,228.0,4.0,8.0
2015,MITSUBISHI,LANCER AWD,COMPACT,2.4,4,AV6,X,10.5,8.2,9.5,30.0,219.0,5.0,7.0
2015,INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,8.7,7.5,8.2,34.0,189.0,6.0,8.0
2015,HONDA,CIVIC,COMPACT,1.8,4,AV,X,7.9,6.1,7.1,40.0,163.0,7.0,9.0
2015,BMW,M3 SEDAN,COMPACT,3,6,M6,Z,13.7,9.0,11.6,24.0,267.0,3.0,7.0
2015,VOLKSWAGEN,GOLF SPORTWAGON TDI (modified),STATION WAGON - SMALL,2,4,M6,D,7.6,5.5,6.7,42.0,179.0,6.0,9.0
2015,CADILLAC,ATS,COMPACT,2,4,M6,Z,12.2,7.9,10.3,27.0,237.0,4.0,8.0
2015,CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,AS6,Z,14.8,9.9,12.6,22.0,290.0,2.0,7.0
2015,NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,9.2,7.2,8.3,34.0,191.0,6.0,8.0
2015,JAGUAR,XF,MID-SIZE,2,4,AS8,Z,12.3,8.2,10.5,27.0,242.0,4.0,7.0
2015,DODGE,CHALLENGER,MID-SIZE,6.4,8,M6,Z,16.8,10.4,13.9,20.0,320.0,1.0,6.0
2015,DODGE,CHARGER,FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27.0,237.0,4.0,8.0
2015,KIA,FORTE,MID-SIZE,2,4,M6,X,9.8,6.9,8.5,33.0,196.0,6.0,8.0
2015,CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6,A8,E,17.3,11.7,14.8,19.0,237.0,4.0,6.0
2015,AUDI,TT COUPE QUATTRO,SUBCOMPACT,2,4,AM6,Z,10.4,7.6,9.1,31.0,209.0,5.0,8.0
2015,MERCEDES-BENZ,GLK 350 4MATIC,SUV - SMALL,3.5,6,AS7,Z,12.6,9.6,11.2,25.0,258.0,3.0,7.0
2015,DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,X,12.7,9.1,11.1,25.0,255.0,3.0,7.0
2015,CHEVROLET,SONIC,COMPACT,1.8,4,M5,X,9.0,6.8,8.0,35.0,184.0,6.0,8.0
2015,JEEP,CHEROKEE 4X4,SUV - SMALL,3.2,6,A9,X,11.6,8.5,10.2,28.0,235.0,4.0,7.0
2015,CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,AS8,Z,17.7,10.2,14.3,20.0,329.0,1.0,6.0
2015,HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV,X,7.0,5.7,6.4,44.0,147.0,8.0,9.0
2015,MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,9.6,7.4,8.6,33.0,198.0,6.0,8.0
2015,ASTON MARTIN,VANTAGE GT,TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,19.0,338.0,1.0,6.0
2015,BMW,M235i COUPE,SUBCOMPACT,3,6,M6,Z,11.9,8.5,10.4,27.0,239.0,4.0,7.0
2015,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2,4,M6,X,8.2,5.9,7.1,40.0,163.0,7.0,9.0
2015,LEXUS,RC F,SUBCOMPACT,5,8,AS8,Z,15.2,9.5,12.6,22.0,290.0,2.0,7.0
2015,PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24.0,274.0,3.0,7.0
2015,ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,AS8,Z,20.9,12.7,17.2,16.0,396.0,1.0,5.0
2015,BMW,535d xDRIVE SEDAN,MID-SIZE,3,6,AS8,D,9.2,6.3,7.9,36.0,213.0,5.0,9.0
2015,TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,9.7,6.9,8.4,34.0,193.0,6.0,8.0
2015,MERCEDES-BENZ,ML 63 AMG 4MATIC,SUV - STANDARD,5.5,8,AS7,Z,17.3,13.5,15.6,18.0,359.0,1.0,5.0
2015,MINI,COOPER COUNTRYMAN,COMPACT,1.6,4,AS6,Z,9.4,7.9,8.7,32.0,200.0,6.0,8.0
2015,KIA,K900,FULL-SIZE,3.8,6,AS8,X,13.3,8.9,11.3,25.0,260.0,3.0,7.0
2015,AUDI,S5 CABRIOLET,SUBCOMPACT,3,6,AM7,Z,13.3,9.1,11.4,25.0,262.0,3.0,7.0
2015,PORSCHE,PANAMERA S,FULL-SIZE,3,6,AM7,Z,13.4,8.8,11.4,25.0,262.0,3.0,7.0
2015,SUBARU,WRX,COMPACT,2.5,4,M6,Z,13.8,10.2,12.2,23.0,281.0,2.0,6.0
2015,BMW,335i xDRIVE SEDAN,COMPACT,3,6,M6,Z,12.0,8.3,10.3,27.0,237.0,4.0,7.0
2015,GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31.0,209.0,5.0,8.0
2015,FORD,ESCAPE AWD,SUV - SMALL,2,4,AS6,X,11.4,8.4,10.1,28.0,232.0,4.0,7.0
2015,VOLVO,XC60 T5 AWD,SUV - SMALL,2.5,5,AS6,X,13.0,9.4,11.4,25.0,262.0,3.0,7.0
2015,HYUNDAI,SONATA SPORT/LIMITED,FULL-SIZE,2.4,4,AS6,X,9.8,6.7,8.4,34.0,193.0,6.0,8.0
2015,FORD,EXPLORER AWD (EcoBoost),SUV - STANDARD,3.5,6,AS6,X,14.9,10.7,13.0,22.0,299.0,2.0,6.0
2015,CADILLAC,ATS AWD,COMPACT,2,4,AS6,Z,11.5,8.5,10.2,28.0,235.0,4.0,7.0
2015,LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,AS6,Z,12.6,9.1,11.0,26.0,253.0,3.0,7.0
2015,CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M7,Z,13.7,8.2,11.2,25.0,258.0,3.0,7.0
2015,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,E,20.5,14.0,17.6,16.0,282.0,2.0,4.0
2015,BENTLEY,FLYING SPUR,MID-SIZE,6,12,AS8,Z,20.3,11.9,16.5,17.0,388.0,1.0,6.0
2015,MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3,6,AS7,Z,12.0,8.5,10.4,27.0,239.0,4.0,7.0
2015,FORD,EXPLORER,SUV - STANDARD,2,4,A6,X,11.9,8.5,10.4,27.0,239.0,4.0,7.0
2015,BMW,550i xDRIVE GRAN TURISMO,FULL-SIZE,4.4,8,AS8,Z,15.2,9.8,12.8,22.0,294.0,2.0,7.0
2015,CHEVROLET,EXPRESS 3500 PASSENGER FFV,VAN - PASSENGER,6,8,A6,E,30.6,20.6,26.1,11.0,418.0,1.0,1.0
2015,GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,E,15.6,10.8,13.4,21.0,214.0,5.0,6.0
2015,CHEVROLET,SUBURBAN,SUV - STANDARD,5.3,8,A6,X,14.9,10.1,12.7,22.0,292.0,2.0,6.0
2015,HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.4,4,AS6,X,12.5,9.3,11.1,25.0,255.0,3.0,7.0
2015,JEEP,PATRIOT,SUV - SMALL,2,4,AV,X,10.7,8.8,9.9,29.0,228.0,4.0,7.0
2015,HONDA,ACCORD,MID-SIZE,2.4,4,AV7,X,9.0,6.7,8.0,35.0,184.0,6.0,8.0
2015,FORD,FOCUS FFV,COMPACT,2,4,AM6,E,11.9,8.5,10.4,27.0,166.0,7.0,7.0
2015,HYUNDAI,SONATA HYBRID,MID-SIZE,2.4,4,AS6,X,6.6,5.9,6.3,45.0,145.0,8.0,9.0
2015,MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,M6,Z,8.1,5.9,7.1,40.0,163.0,7.0,9.0
2015,FORD,TAURUS AWD,FULL-SIZE,3.5,6,AS6,X,13.9,9.5,11.9,24.0,274.0,3.0,7.0
2015,ASTON MARTIN,V8 VANTAGE S,TWO-SEATER,4.7,8,AM7,Z,17.4,11.3,14.7,19.0,338.0,1.0,6.0
2015,CHEVROLET,CAMARO,COMPACT,3.6,6,AS6,X,13.3,8.8,11.3,25.0,260.0,3.0,7.0
2015,VOLVO,S60 T6,COMPACT,2,4,AS8,Z,10.1,7.3,8.9,32.0,205.0,5.0,8.0
2015,BMW,435i xDRIVE GRAN COUPE,COMPACT,3,6,AS8,Z,11.9,7.8,10.0,28.0,230.0,4.0,8.0
2015,BMW,X1 xDRIVE28i,SUV - SMALL,2,4,AS8,Z,10.6,7.2,9.1,31.0,209.0,5.0,8.0
2015,FORD,TAURUS,FULL-SIZE,2,4,AS6,X,10.5,7.4,9.1,31.0,209.0,5.0,8.0
2015,VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2,4,M6,D,7.6,5.7,6.9,41.0,184.0,6.0,9.0
2015,KIA,SOUL,STATION WAGON - SMALL,1.6,4,M6,X,9.9,7.8,9.0,31.0,207.0,5.0,8.0
2015,NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,A5,X,19.7,14.3,17.2,16.0,396.0,1.0,4.0
2015,FORD,ESCAPE,SUV - SMALL,2.5,4,AS6,X,10.9,7.6,9.5,30.0,218.0,5.0,8.0
2015,HONDA,ACCORD,MID-SIZE,2.4,4,AV,X,8.8,6.5,7.8,36.0,179.0,6.0,8.0
2015,DODGE,DART FFV,MID-SIZE,2,4,A6,X,9.9,7.0,8.6,33.0,198.0,6.0,8.0
2015,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6,AS7,Z,11.9,8.2,10.2,28.0,235.0,4.0,7.0
2015,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV7,Z,12.2,8.9,10.7,26.0,246.0,4.0,7.0
2015,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,X,9.7,7.0,8.5,33.0,196.0,6.0,8.0
2015,AUDI,R8,TWO-SEATER,4.2,8,M6,Z,20.5,11.7,16.6,17.0,382.0,1.0,6.0
2015,FORD,FOCUS FFV,COMPACT,2,4,AS6,E,12.2,8.6,10.6,27.0,170.0,7.0,7.0
2015,DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26.0,251.0,3.0,7.0
2015,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,M5,X,9.8,6.7,8.4,34.0,193.0,6.0,8.0
2015,TOYOTA,VENZA 4WD,SUV - SMALL,3.5,6,AS6,X,12.8,9.3,11.3,25.0,260.0,3.0,7.0
2015,VOLVO,V60 POLESTAR AWD,STATION WAGON - SMALL,3,6,AS6,X,12.8,8.9,11.0,26.0,253.0,3.0,7.0
2015,SCION,xB,STATION WAGON - SMALL,2.4,4,AS4,X,10.9,8.5,9.8,29.0,225.0,5.0,7.0
2015,KIA,FORTE KOUP,COMPACT,2,4,AS6,X,9.7,7.1,8.6,33.0,198.0,6.0,8.0
2015,FORD,EXPLORER FFV AWD,SUV - STANDARD,3.5,6,AS6,X,14.2,10.3,12.5,23.0,288.0,2.0,6.0
2015,TOYOTA,YARIS,COMPACT,1.5,4,M5,X,7.7,6.3,7.1,40.0,163.0,7.0,9.0
2015,PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,M6,Z,11.9,8.6,10.4,27.0,239.0,4.0,7.0
2015,CHEVROLET,IMPALA,FULL-SIZE,3.6,6,AS6,X,12.5,8.2,10.6,27.0,244.0,4.0,7.0
2015,BMW,328d xDRIVE TOURING,STATION WAGON - SMALL,2,4,AS8,D,7.6,5.5,6.7,42.0,181.0,6.0,9.0
2015,CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6,A9,X,12.8,8.1,10.7,26.0,246.0,4.0,7.0
2015,ASTON MARTIN,VANTAGE GT,TWO-SEATER,4.7,8,M6,Z,18.1,12.3,15.5,18.0,356.0,1.0,5.0
2015,RAM,1500 ECODIESEL HFE,PICKUP TRUCK - STANDARD,3,6,A8,D,11.3,8.0,9.8,29.0,265.0,3.0,7.0
2015,JEEP,RENEGADE 4X4,SUV - SMALL,1.4,4,M6,X,9.9,7.5,8.8,32.0,202.0,5.0,8.0
2015,BUICK,REGAL eASSIST,MID-SIZE,2.4,4,AS6,X,9.6,6.5,8.2,34.0,189.0,6.0,8.0
2015,HONDA,CR-Z,TWO-SEATER,1.5,4,M6,X,7.6,6.1,6.9,41.0,159.0,7.0,9.0
2015,PORSCHE,911 CARRERA GTS,MINICOMPACT,3.8,6,M7,Z,12.9,9.0,11.2,25.0,258.0,3.0,7.0
2015,JEEP,CHEROKEE 4X4 FFV,SUV - SMALL,2.4,4,A9,X,11.3,8.3,10.0,28.0,230.0,4.0,7.0
2015,HYUNDAI,SONATA,FULL-SIZE,2,4,AS6,X,10.4,7.4,9.1,31.0,209.0,5.0,8.0
2015,ASTON MARTIN,RAPIDE S,SUBCOMPACT,6,12,A8,Z,16.8,10.9,14.2,20.0,327.0,1.0,6.0
2015,BMW,435i COUPE,COMPACT,3,6,AS8,Z,11.4,7.4,9.6,29.0,221.0,5.0,8.0
2015,FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.7,8.4,10.2,28.0,235.0,4.0,7.0
2015,PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,AM7,Z,11.9,8.7,10.5,27.0,242.0,4.0,7.0
2015,CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27.0,237.0,4.0,8.0
2015,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.9,13.8,17.2,16.0,275.0,3.0,5.0
2015,ACURA,TLX,COMPACT,2.4,4,AM8,Z,9.6,6.6,8.3,34.0,191.0,6.0,8.0
2015,INFINITI,Q70,MID-SIZE,3.7,6,AS7,Z,12.8,8.9,11.0,26.0,253.0,3.0,7.0
2015,AUDI,S8,MID-SIZE,4,8,AS8,Z,14.6,8.8,11.9,24.0,281.0,2.0,7.0
2015,TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4,AS6,X,11.6,9.2,10.5,27.0,242.0,4.0,7.0
2015,BENTLEY,CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,6,12,AS8,Z,19.6,11.7,16.0,18.0,368.0,1.0,6.0
2015,MERCEDES-BENZ,SLS AMG GT COUPE,TWO-SEATER,6.2,8,AM7,Z,18.1,12.6,15.6,18.0,359.0,1.0,5.0
2015,BMW,428i COUPE,COMPACT,2,4,M6,Z,10.7,6.9,9.0,31.0,207.0,5.0,8.0
2015,JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5,8,AS8,Z,15.8,10.2,13.3,21.0,306.0,1.0,6.0
2015,LEXUS,CT 200h,COMPACT,1.8,4,AV,X,5.5,5.9,5.7,50.0,131.0,8.0,9.0
2015,MAZDA,MX-5,TWO-SEATER,2,4,M5,Z,10.5,8.5,9.6,29.0,221.0,5.0,7.0
2015,MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.5,7.7,8.7,32.0,200.0,6.0,8.0
2015,BMW,435i xDRIVE COUPE,COMPACT,3,6,AS8,Z,11.9,7.8,10.0,28.0,230.0,4.0,8.0
2015,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.2,12.8,15.2,19.0,350.0,1.0,5.0
2015,MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8,AS7,Z,13.7,9.2,11.7,24.0,269.0,3.0,7.0
2015,MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,AS6,Z,10.1,7.8,9.0,31.0,207.0,5.0,8.0
2015,CHEVROLET,CAMARO,COMPACT,6.2,8,M6,Z,15.0,9.9,12.7,22.0,292.0,2.0,7.0
2015,DODGE,DART,MID-SIZE,2.4,4,M6,X,10.5,6.7,8.8,32.0,202.0,5.0,8.0
2015,VOLKSWAGEN,JETTA TDI (modified),COMPACT,2,4,M6,D,7.6,5.1,6.5,43.0,176.0,6.0,9.0
2015,LINCOLN,MKZ AWD,MID-SIZE,3.7,6,AS6,X,13.1,9.2,11.3,25.0,260.0,3.0,7.0
2015,CHEVROLET,EQUINOX FFV,SUV - SMALL,2.4,4,A6,E,15.6,10.8,13.4,21.0,214.0,5.0,6.0
2015,PORSCHE,PANAMERA TURBO S EXECUTIVE,FULL-SIZE,4.8,8,AM7,Z,15.4,9.8,12.9,22.0,297.0,2.0,7.0
2015,BUICK,LACROSSE,MID-SIZE,3.6,6,AS6,E,18.7,12.4,15.8,18.0,253.0,3.0,5.0
2015,PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AM7,Z,12.9,8.4,10.9,26.0,251.0,3.0,7.0
2015,HYUNDAI,GENESIS AWD,FULL-SIZE,3.8,6,AS8,X,14.4,9.4,12.1,23.0,278.0,2.0,7.0
2015,INFINITI,Q60,SUBCOMPACT,3.7,6,AS7,Z,12.4,8.7,10.7,26.0,246.0,4.0,7.0
2015,INFINITI,Q60 CONVERTIBLE,SUBCOMPACT,3.7,6,AS7,Z,13.6,9.3,11.7,24.0,269.0,3.0,7.0
2015,FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.3,8.2,9.9,29.0,228.0,4.0,7.0
2015,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,M5,X,11.3,9.5,10.5,27.0,242.0,4.0,7.0
2015,CHEVROLET,SONIC RS,COMPACT,1.4,4,AS6,X,9.4,7.0,8.3,34.0,191.0,6.0,8.0
2015,BENTLEY,CONTINENTAL GT CONVERTIBLE,SUBCOMPACT,4,8,AS8,Z,17.7,10.3,14.4,20.0,337.0,1.0,6.0
2015,TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,11.3,7.5,9.6,29.0,221.0,5.0,8.0
2015,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4,M6,X,12.2,9.1,10.8,26.0,248.0,4.0,7.0
2015,KIA,SPORTAGE AWD,SUV - SMALL,2.4,4,AS6,X,12.0,9.1,10.7,26.0,246.0,4.0,7.0
2015,BMW,ACTIVEHYBRID 3,COMPACT,3,6,AS8,Z,9.7,7.5,8.7,32.0,200.0,6.0,8.0
2015,GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,A6,X,11.9,8.8,10.5,27.0,242.0,4.0,7.0
2015,GMC,SAVANA 2500 PASSENGER FFV,VAN - PASSENGER,6,8,A6,X,22.0,14.9,18.8,15.0,432.0,1.0,4.0
2015,AUDI,RS 5,SUBCOMPACT,4.2,8,AM7,Z,14.9,10.1,12.8,22.0,294.0,2.0,6.0
2015,PORSCHE,CAYMAN,TWO-SEATER,2.7,6,AM7,Z,10.7,7.4,9.2,31.0,212.0,5.0,8.0
2015,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,AM7,Z,11.5,8.3,10.1,28.0,232.0,4.0,7.0
2015,FORD,FLEX AWD,SUV - STANDARD,3.5,6,AS6,X,13.7,10.1,12.1,23.0,278.0,2.0,6.0
2015,HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2,4,AS6,X,12.9,9.8,11.5,25.0,264.0,3.0,7.0
2015,CHEVROLET,CRUZE,MID-SIZE,1.8,4,AS6,X,10.5,6.8,8.8,32.0,202.0,5.0,8.0
2015,BMW,228i xDRIVE COUPE,SUBCOMPACT,2,4,AS8,Z,10.3,6.7,8.7,32.0,200.0,6.0,8.0
2015,PORSCHE,911 TARGA 4,MINICOMPACT,3.4,6,AM7,Z,12.3,8.9,10.8,26.0,248.0,4.0,7.0
2015,LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS6,X,14.6,10.4,12.8,22.0,294.0,2.0,6.0
2015,CHEVROLET,CAMARO ZL1,COMPACT,6.2,8,M6,Z,16.6,12.4,14.7,19.0,338.0,1.0,5.0
