Year,Make,Model,Vehicle Class,Engine Size (L),Cylinders,Transmission,Fuel Type,Fuel Consumption (City) (L/100 km),Fuel Consumption (Hwy) (L/100 km),Fuel Consumption (Comb) (L/100 km),Fuel Consumption (Comb) (mpg),CO2 Emissions (g/km),CO2 Rating,Smog Rating
2022,Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,AS6,X,13.0,10.5,11.8,24.0,278.0,4.0,5.0
2022,Audi,Q8 55 TFSI quattro,SUV: Standard,3,6,AS8,Z,12.8,10.5,11.7,24.0,273.0,4.0,5.0
2022,Hyundai,Santa Fe Hybrid,SUV: Small,1.6,4,AM6,X,7.1,7.9,7.4,38.0,176.0,7.0,7.0
2022,Mazda,Mazda3 4-Door (SIL),Compact,2,4,M6,X,8.7,6.4,7.7,37.0,180.0,7.0,7.0
2022,Honda,Accord Hybrid,Full-size,2,4,AV,X,5.0,5.0,5.0,56.0,117.0,9.0,7.0
2022,Mazda,Mazda3 4-Door 4WD,Compact,2.5,4,AS6,X,9.5,7.2,8.5,33.0,199.0,6.0,7.0
2022,Toyota,Camry Hybrid SE/XLE/XSE,Mid-size,2.5,4,AV,X,5.3,5.0,5.1,55.0,121.0,9.0,7.0
2022,Lamborghini,Aventador Ultimae Roadster,Two-seater,6.5,12,AM7,Z,26.8,15.1,21.5,13.0,498.0,1.0,1.0
2022,Hyundai,IONIQ Blue,Full-size,1.6,4,AM6,X,4.0,3.9,4.0,71.0,94.0,10.0,7.0
2022,Toyota,GR Supra 3.0,Two-seater,3,6,AS8,Z,10.6,8.0,9.4,30.0,218.0,5.0,5.0
2022,Lexus,NX 250 AWD,SUV: Small,2.5,4,AS8,X,9.4,7.4,8.4,34.0,198.0,6.0,6.0
2022,Subaru,Forester Wilderness AWD,SUV: Small,2.5,4,AV8,X,9.5,8.3,9.0,31.0,210.0,5.0,7.0
2022,Honda,CR-V,SUV: Small,1.5,4,AV,X,8.3,7.0,7.7,37.0,180.0,7.0,6.0
2022,Kia,Rio,Compact,1.6,4,AV1,X,7.2,6.0,6.7,42.0,159.0,7.0,3.0
2022,Nissan,Rogue AWD SL/Platinum,SUV: Small,1.5,3,AV8,X,8.4,6.8,7.7,37.0,181.0,6.0,6.0
2022,Mercedes-Benz,E 350 4MATIC Sedan,Mid-size,2,4,A9,Z,11.2,8.2,9.8,29.0,229.0,5.0,6.0
